timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol,range,change
2026-02-07 11:00:00,0.020553,0.021351,0.020445,0.020647,245266303,1770465599999,5101085.885948,82998,118244682,2460498.9930830,0,我踏马来了USDT,0.0009059999999999971,0.46
2026-02-07 12:00:00,0.020648,0.022131,0.020636,0.02091,342054325,1770469199999,7294106.349103,118509,163576774,3489143.4869910,0,我踏马来了USDT,0.0014949999999999998,1.27
2026-02-07 13:00:00,0.020912,0.021729,0.020531,0.020968,253452317,1770472799999,5317673.712091,83240,112339841,2359585.5097720,0,我踏马来了USDT,0.0011979999999999977,0.27
2026-02-07 14:00:00,0.020967,0.02193,0.0206,0.021461,273842684,1770476399999,5872574.91484,99204,130013896,2790273.9448740,0,我踏马来了USDT,0.0013300000000000013,2.36
2026-02-07 15:00:00,0.021457,0.021626,0.01827,0.019211,530089111,1770479999999,10538778.863243,136997,228337262,4548016.1425830,0,我踏马来了USDT,0.003355999999999998,-10.47
2026-02-07 16:00:00,0.01921,0.019383,0.01719,0.018871,646752280,1770483599999,11906352.839868,161368,300204716,5532571.2581870,0,我踏马来了USDT,0.0021930000000000005,-1.76
2026-02-07 17:00:00,0.018876,0.019242,0.018735,0.01917,246263305,1770487199999,4669625.441777,63678,115865872,2197874.1669650,0,我踏马来了USDT,0.000506999999999997,1.56
2026-02-07 18:00:00,0.019174,0.01942,0.018558,0.018861,195934788,1770490799999,3726137.569703,55609,94404343,1797989.5543450,0,我踏马来了USDT,0.0008619999999999982,-1.63
2026-02-07 19:00:00,0.018863,0.019106,0.018325,0.019098,112919322,1770494399999,2131656.709978,38509,54067920,1021265.6808600,0,我踏马来了USDT,0.0007810000000000004,1.25
2026-02-07 20:00:00,0.0191,0.019104,0.018708,0.018853,79904927,1770497999999,1512082.461112,27373,36299052,687139.7752090,0,我踏马来了USDT,0.0003960000000000005,-1.29
2026-02-07 21:00:00,0.018856,0.02066,0.018823,0.020465,356797185,1770501599999,7054345.381792,74676,187703190,3707950.2412580,0,我踏马来了USDT,0.0018370000000000018,8.53
2026-02-07 22:00:00,0.020467,0.021134,0.01736,0.018128,879721584,1770505199999,17106057.099943,205827,439856373,8588687.1757630,0,我踏马来了USDT,0.0037739999999999996,-11.43
2026-02-07 23:00:00,0.018133,0.0189,0.0175,0.018559,259019964,1770508799999,4730131.762616,87034,128162296,2344214.9820870,0,我踏马来了USDT,0.0013999999999999985,2.35
2026-02-08 00:00:00,0.01856,0.01997,0.01842,0.01993,262851552,1770512399999,5079815.356011,75520,123154658,2380050.8763480,0,我踏马来了USDT,0.0015500000000000028,7.38
2026-02-08 01:00:00,0.01993,0.020586,0.019333,0.019492,249826835,1770515999999,4940668.706603,65781,119837897,2368945.1245230,0,我踏马来了USDT,0.0012530000000000006,-2.2
2026-02-08 02:00:00,0.01949,0.01949,0.018324,0.01903,273379471,1770519599999,5160410.936932,71922,134001433,2527747.8109050,0,我踏马来了USDT,0.0011660000000000004,-2.36
2026-02-08 03:00:00,0.019024,0.019165,0.018434,0.018829,119413087,1770523199999,2243669.195866,38109,56320629,1058628.7056220,0,我踏马来了USDT,0.0007310000000000025,-1.03
2026-02-08 04:00:00,0.018826,0.019063,0.01845,0.018811,104148375,1770526799999,1949295.74765,35026,48181917,902310.5150430,0,我踏马来了USDT,0.000612999999999999,-0.08
2026-02-08 05:00:00,0.018809,0.018848,0.01772,0.018348,203376846,1770530399999,3726589.231567,49182,92884662,1703426.7130710,0,我踏马来了USDT,0.0011280000000000005,-2.45
2026-02-08 06:00:00,0.018346,0.022454,0.018162,0.021553,693402171,1770533999999,14077196.824846,175674,353281087,7158218.1371660,0,我踏马来了USDT,0.004291999999999997,17.48
2026-02-08 07:00:00,0.021552,0.025,0.02123,0.022721,1018582019,1770537599999,23522069.177207,309020,502523331,11612541.1709040,0,我踏马来了USDT,0.0037700000000000025,5.42
2026-02-08 08:00:00,0.022709,0.022876,0.018456,0.018782,912118834,1770541199999,18363801.899798,181612,431715782,8709513.3740650,0,我踏马来了USDT,0.00442,-17.29
2026-02-08 09:00:00,0.018782,0.01916,0.018322,0.018628,259196534,1770544799999,4867916.211132,73645,124191236,2334970.3137120,0,我踏马来了USDT,0.0008379999999999985,-0.82
2026-02-08 10:00:00,0.018622,0.020114,0.018526,0.01992,216612974,1770548399999,4176420.970779,62539,108322159,2089495.7135560,0,我踏马来了USDT,0.0015879999999999991,6.97
2026-02-08 11:00:00,0.01992,0.020001,0.019264,0.01957,148196954,1770551999999,2919955.215564,42825,68540287,1350978.0847700,0,我踏马来了USDT,0.0007370000000000015,-1.76
