timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol,change
2026-02-07 10:00:00,0.05425,0.0544,0.05388,0.05426,631808.0,1770461999999,34175.73075,1424,260912,14118.4719400,0,AERGOUSDT,0.02
2026-02-07 11:00:00,0.05425,0.05433,0.05404,0.05428,461928.0,1770465599999,25030.0419,1351,212498,11517.1072800,0,AERGOUSDT,0.06
2026-02-07 12:00:00,0.05427,0.05501,0.05396,0.05454,1569130.0,1770469199999,85530.82004,2855,811106,44257.7097400,0,AERGOUSDT,0.5
2026-02-07 13:00:00,0.05455,0.05489,0.05441,0.05459,781743.0,1770472799999,42722.32313,1620,399129,21820.0233100,0,AERGOUSDT,0.07
2026-02-07 14:00:00,0.05457,0.05513,0.05403,0.05415,659177.0,1770476399999,35958.64554,1601,343231,18750.9784600,0,AERGOUSDT,-0.77
2026-02-07 15:00:00,0.05415,0.05489,0.05404,0.05489,539163.0,1770479999999,29412.20055,1679,322337,17587.6768800,0,AERGOUSDT,1.37
2026-02-07 16:00:00,0.05489,0.05549,0.05459,0.05493,3351830.0,1770483599999,184696.303,4629,1674000,92309.6936900,0,AERGOUSDT,0.07
2026-02-07 17:00:00,0.05492,0.05521,0.05472,0.05497,496359.0,1770487199999,27271.63732,1082,201203,11065.6393000,0,AERGOUSDT,0.09
2026-02-07 18:00:00,0.05498,0.05561,0.05494,0.05548,472022.0,1770490799999,26132.88178,1084,268642,14872.2881300,0,AERGOUSDT,0.91
2026-02-07 19:00:00,0.05548,0.05566,0.05534,0.05558,356615.0,1770494399999,19817.00002,752,170666,9486.9618300,0,AERGOUSDT,0.18
2026-02-07 20:00:00,0.05559,0.0561,0.05534,0.05597,940836.0,1770497999999,52450.20467,1828,577492,32212.4821300,0,AERGOUSDT,0.68
2026-02-07 21:00:00,0.05597,0.05624,0.05576,0.05594,299128.0,1770501599999,16765.59257,715,120226,6740.0308200,0,AERGOUSDT,-0.05
2026-02-07 22:00:00,0.05595,0.05635,0.05592,0.0563,293240.0,1770505199999,16482.68935,506,108874,6116.6911500,0,AERGOUSDT,0.63
2026-02-07 23:00:00,0.05628,0.05706,0.05613,0.05657,1075751.0,1770508799999,60943.91626,1227,645042,36546.8615700,0,AERGOUSDT,0.52
2026-02-08 00:00:00,0.05658,0.05813,0.0553,0.05672,9502093.0,1770512399999,541904.66852,6047,4932572,281364.8395000,0,AERGOUSDT,0.25
2026-02-08 01:00:00,0.05674,0.05693,0.05571,0.05621,1863237.0,1770515999999,104722.35091,1671,625155,35117.7853300,0,AERGOUSDT,-0.93
2026-02-08 02:00:00,0.05619,0.0567,0.05599,0.0562,1207926.0,1770519599999,68105.59806,1250,648569,36599.8571400,0,AERGOUSDT,0.02
2026-02-08 03:00:00,0.05627,0.05633,0.05566,0.05572,338467.0,1770523199999,18961.12818,603,146646,8216.9222200,0,AERGOUSDT,-0.98
2026-02-08 04:00:00,0.05575,0.05588,0.05547,0.05575,1140117.0,1770526799999,63516.27787,1170,400701,22316.0815300,0,AERGOUSDT,0.0
2026-02-08 05:00:00,0.05575,0.05712,0.05572,0.05681,1334727.0,1770530399999,75457.38747,1443,684948,38703.3229500,0,AERGOUSDT,1.9
2026-02-08 06:00:00,0.0568,0.05719,0.05666,0.05681,968780.0,1770533999999,55162.39762,1388,561951,32006.5905400,0,AERGOUSDT,0.02
2026-02-08 07:00:00,0.05686,0.05767,0.05649,0.05767,1080983.0,1770537599999,61763.67418,1293,658077,37622.3944100,0,AERGOUSDT,1.42
2026-02-08 08:00:00,0.05761,0.05771,0.05664,0.05724,1244520.0,1770541199999,71045.43365,1465,565159,32268.1541600,0,AERGOUSDT,-0.64
2026-02-08 09:00:00,0.05718,0.0574,0.05676,0.05687,1055739.0,1770544799999,60280.22206,1322,468906,26793.1252000,0,AERGOUSDT,-0.54
2026-02-08 10:00:00,0.05688,0.05702,0.05562,0.05597,1792839.0,1770548399999,101038.60121,2209,687409,38730.1386200,0,AERGOUSDT,-1.6
2026-02-08 11:00:00,0.05597,0.05707,0.05597,0.05679,787489.0,1770551999999,44616.43267,1112,442814,25071.9596900,0,AERGOUSDT,1.47
2026-02-08 12:00:00,0.05678,0.05713,0.05674,0.05681,504078.0,1770555599999,28678.8399,870,179102,10196.9176500,0,AERGOUSDT,0.05
2026-02-08 13:00:00,0.05674,0.05684,0.05635,0.0565,432896.0,1770559199999,24520.79841,694,150198,8503.2830600,0,AERGOUSDT,-0.42
2026-02-08 14:00:00,0.05651,0.05673,0.05637,0.05648,297785.0,1770562799999,16838.2022,558,163944,9273.6957200,0,AERGOUSDT,-0.05
2026-02-08 15:00:00,0.05648,0.05687,0.05622,0.05667,2719865.0,1770566399999,153753.7324,2274,1217341,68895.5737100,0,AERGOUSDT,0.34
2026-02-08 16:00:00,0.05671,0.05723,0.05571,0.05585,1689717.0,1770569999999,95476.335,2622,818209,46179.4609100,0,AERGOUSDT,-1.52
2026-02-08 17:00:00,0.05585,0.05622,0.0557,0.05615,523003.0,1770573599999,29274.79536,717,241079,13489.5995200,0,AERGOUSDT,0.54
2026-02-08 18:00:00,0.05619,0.0566,0.05618,0.05636,228637.0,1770577199999,12901.47002,497,134955,7613.9706600,0,AERGOUSDT,0.3
2026-02-08 19:00:00,0.05637,0.05663,0.0563,0.05651,413917.0,1770580799999,23367.45818,568,277375,15659.1209400,0,AERGOUSDT,0.25
2026-02-08 20:00:00,0.0565,0.05667,0.05628,0.05659,238938.0,1770584399999,13494.60854,364,129456,7306.5651000,0,AERGOUSDT,0.16
2026-02-08 21:00:00,0.05658,0.05667,0.05603,0.05624,176979.0,1770587999999,9975.20329,394,76325,4303.5473800,0,AERGOUSDT,-0.6
2026-02-08 22:00:00,0.05629,0.05671,0.0562,0.05671,237733.0,1770591599999,13413.27707,466,150861,8514.4205500,0,AERGOUSDT,0.75
2026-02-08 23:00:00,0.05679,0.05737,0.05652,0.05714,2257282.0,1770595199999,128511.59069,2140,1232614,70200.3536200,0,AERGOUSDT,0.62
2026-02-09 00:00:00,0.05714,0.0572,0.05603,0.05642,1392468.0,1770598799999,78600.12134,1551,686086,38744.6186900,0,AERGOUSDT,-1.26
2026-02-09 01:00:00,0.05644,0.05685,0.05615,0.05638,667520.0,1770602399999,37698.56457,990,252693,14262.0275900,0,AERGOUSDT,-0.11
