timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol,change
2026-02-07 10:00:00,0.004446,0.004513,0.004383,0.004475,16614511.0,1770461999999,73803.410424,2752,8644305,38408.4577010,0,AGTUSDT,0.65
2026-02-07 11:00:00,0.004476,0.004521,0.004443,0.004489,13648073.0,1770465599999,61195.047521,2370,8042165,36080.2415700,0,AGTUSDT,0.29
2026-02-07 12:00:00,0.004496,0.004555,0.004408,0.004476,25504575.0,1770469199999,114364.394921,3311,10347106,46426.1526910,0,AGTUSDT,-0.44
2026-02-07 13:00:00,0.00448,0.0045,0.00438,0.004413,18898900.0,1770472799999,83879.287134,2771,8455059,37547.5882450,0,AGTUSDT,-1.5
2026-02-07 14:00:00,0.004417,0.004422,0.004369,0.00438,8675843.0,1770476399999,38126.351495,1419,4042029,17793.3461830,0,AGTUSDT,-0.84
2026-02-07 15:00:00,0.004382,0.004491,0.004368,0.004462,13527582.0,1770479999999,59901.933616,2336,6691039,29655.7204680,0,AGTUSDT,1.83
2026-02-07 16:00:00,0.004465,0.004541,0.004434,0.004434,19658641.0,1770483599999,88030.021952,3204,9968631,44614.6828280,0,AGTUSDT,-0.69
2026-02-07 17:00:00,0.004434,0.004437,0.004352,0.004389,14112980.0,1770487199999,62084.196245,2129,8155714,35889.0867560,0,AGTUSDT,-1.01
2026-02-07 18:00:00,0.004393,0.004517,0.004374,0.004489,13067821.0,1770490799999,57905.373971,2014,7606121,33664.5410940,0,AGTUSDT,2.19
2026-02-07 19:00:00,0.004493,0.004508,0.004406,0.004452,13726398.0,1770494399999,61001.697916,2106,7165614,31865.9730100,0,AGTUSDT,-0.91
2026-02-07 20:00:00,0.004452,0.004527,0.004444,0.004518,7486650.0,1770497999999,33559.668617,1443,3847219,17254.0191090,0,AGTUSDT,1.48
2026-02-07 21:00:00,0.004516,0.004529,0.004473,0.00448,9593984.0,1770501599999,43136.167253,1073,4608894,20710.9766970,0,AGTUSDT,-0.8
2026-02-07 22:00:00,0.004478,0.004511,0.004465,0.004507,5694182.0,1770505199999,25543.237847,1008,3552980,15938.7052430,0,AGTUSDT,0.65
2026-02-07 23:00:00,0.004503,0.004566,0.00445,0.004551,9852210.0,1770508799999,44367.41967,1512,5622929,25341.7085880,0,AGTUSDT,1.07
2026-02-08 00:00:00,0.004551,0.004557,0.004465,0.004492,12841968.0,1770512399999,57790.926503,1724,6634142,29878.4515860,0,AGTUSDT,-1.3
2026-02-08 01:00:00,0.004495,0.0045,0.00446,0.004474,7652738.0,1770515999999,34289.531264,1383,4125664,18492.4264720,0,AGTUSDT,-0.47
2026-02-08 02:00:00,0.004474,0.0045,0.00444,0.004459,10542641.0,1770519599999,47211.638173,1451,7729900,34639.1340670,0,AGTUSDT,-0.34
2026-02-08 03:00:00,0.00446,0.004463,0.004378,0.004397,7207159.0,1770523199999,31793.44538,1350,2908195,12836.3479790,0,AGTUSDT,-1.41
2026-02-08 04:00:00,0.004402,0.004432,0.004388,0.004406,3684892.0,1770526799999,16241.781342,829,1821030,8029.3035540,0,AGTUSDT,0.09
2026-02-08 05:00:00,0.004403,0.004426,0.004359,0.004381,6191297.0,1770530399999,27173.389998,1082,2630217,11552.0132730,0,AGTUSDT,-0.5
2026-02-08 06:00:00,0.004382,0.004405,0.004339,0.004365,7042673.0,1770533999999,30785.256693,1126,3872425,16953.1285310,0,AGTUSDT,-0.39
