timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol,range,change
2026-02-07 11:00:00,0.3706,0.3725,0.3694,0.3725,384409,1770465599999,142570.7953,4021,174275,64647.0534000,0,CYSUSDT,0.0030999999999999917,0.51
2026-02-07 12:00:00,0.3723,0.3783,0.3688,0.3729,938346,1770469199999,351350.5923,9250,458143,171532.7346000,0,CYSUSDT,0.009500000000000008,0.16
2026-02-07 13:00:00,0.3729,0.3743,0.3666,0.3701,932120,1770472799999,344564.9529,7564,486895,180057.2125000,0,CYSUSDT,0.00770000000000004,-0.75
2026-02-07 14:00:00,0.37,0.3768,0.3689,0.3748,765409,1770476399999,285500.6785,5231,399305,149118.2230000,0,CYSUSDT,0.007900000000000018,1.3
2026-02-07 15:00:00,0.3748,0.3824,0.3746,0.3777,1028843,1770479999999,389462.5008,7823,525327,198896.3110000,0,CYSUSDT,0.007800000000000029,0.77
2026-02-07 16:00:00,0.3778,0.3904,0.3761,0.3868,1160252,1770483599999,443682.814,8745,682159,261087.3036000,0,CYSUSDT,0.014300000000000035,2.38
2026-02-07 17:00:00,0.3871,0.3933,0.3809,0.3827,1206440,1770487199999,467286.8901,9249,548772,212802.2878000,0,CYSUSDT,0.012399999999999967,-1.14
2026-02-07 18:00:00,0.3827,0.3861,0.3802,0.3854,455297,1770490799999,174142.4311,3619,276301,105705.3165000,0,CYSUSDT,0.005900000000000016,0.71
2026-02-07 19:00:00,0.3854,0.3987,0.385,0.3959,747017,1770494399999,292950.9326,6648,454523,178230.2229000,0,CYSUSDT,0.01369999999999999,2.72
2026-02-07 20:00:00,0.3958,0.3976,0.393,0.3964,483199,1770497999999,190875.2802,4850,201985,79838.6591000,0,CYSUSDT,0.004599999999999993,0.15
2026-02-07 21:00:00,0.3964,0.3966,0.3923,0.3947,304188,1770501599999,119972.6127,3106,156271,61621.1571000,0,CYSUSDT,0.004300000000000026,-0.43
2026-02-07 22:00:00,0.3946,0.3982,0.391,0.3954,483434,1770505199999,190933.9859,4362,256909,101466.2761000,0,CYSUSDT,0.007199999999999984,0.2
2026-02-07 23:00:00,0.3953,0.3982,0.3917,0.394,762420,1770508799999,300805.0949,6813,369611,145889.8921000,0,CYSUSDT,0.006500000000000006,-0.33
2026-02-08 00:00:00,0.394,0.3942,0.3801,0.3843,927607,1770512399999,358116.5809,9448,379130,146329.0830000,0,CYSUSDT,0.014100000000000001,-2.46
2026-02-08 01:00:00,0.3846,0.39,0.382,0.3896,534624,1770515999999,206466.2544,5211,272853,105445.3703000,0,CYSUSDT,0.008000000000000007,1.3
2026-02-08 02:00:00,0.3893,0.3974,0.3865,0.3971,1329785,1770519599999,521167.2605,9322,734716,288209.2794000,0,CYSUSDT,0.010899999999999965,2.0
2026-02-08 03:00:00,0.3971,0.4148,0.395,0.4102,2101839,1770523199999,850196.3604,16645,1193150,482939.6361000,0,CYSUSDT,0.019799999999999984,3.3
2026-02-08 04:00:00,0.4102,0.424,0.3724,0.3806,10373074,1770526799999,4110741.9098,70260,5483575,2171771.2426000,0,CYSUSDT,0.05159999999999998,-7.22
2026-02-08 05:00:00,0.3808,0.399,0.375,0.3986,2654312,1770530399999,1033882.4509,23682,1254053,488658.9649000,0,CYSUSDT,0.02400000000000002,4.67
2026-02-08 06:00:00,0.3986,0.403,0.3892,0.3991,1681218,1770533999999,668104.5723,14261,789795,313961.2617000,0,CYSUSDT,0.013800000000000034,0.13
2026-02-08 07:00:00,0.3991,0.4078,0.3964,0.399,1657435,1770537599999,665812.4586,14927,822313,330672.1675000,0,CYSUSDT,0.011400000000000021,-0.03
2026-02-08 08:00:00,0.399,0.411,0.3911,0.4008,3690553,1770541199999,1481216.4887,31026,1770204,711785.2897000,0,CYSUSDT,0.019899999999999973,0.45
2026-02-08 09:00:00,0.401,0.4115,0.3969,0.41,1196464,1770544799999,484420.525,11373,655609,265615.1615000,0,CYSUSDT,0.014600000000000002,2.24
2026-02-08 10:00:00,0.41,0.4158,0.3949,0.3991,1661617,1770548399999,671322.1705,15494,760138,307521.0152000,0,CYSUSDT,0.02090000000000003,-2.66
2026-02-08 11:00:00,0.3994,0.4048,0.3965,0.4,530712,1770551999999,212817.5418,5639,265691,106563.2201000,0,CYSUSDT,0.008299999999999974,0.15
2026-02-08 12:00:00,0.4,0.4097,0.3967,0.4085,660167,1770555599999,264801.8509,6876,358016,143800.8576000,0,CYSUSDT,0.013000000000000012,2.12
2026-02-08 13:00:00,0.4085,0.4138,0.3996,0.4025,1327885,1770559199999,536760.5154,10487,570367,230924.2495000,0,CYSUSDT,0.01419999999999999,-1.47
2026-02-08 14:00:00,0.4025,0.4102,0.4001,0.4078,570623,1770562799999,230599.906,6589,301617,121918.8536000,0,CYSUSDT,0.010099999999999998,1.32
2026-02-08 15:00:00,0.4079,0.4164,0.3926,0.4077,1435171,1770566399999,584294.8346,11022,604620,247370.2489000,0,CYSUSDT,0.023799999999999988,-0.05
2026-02-08 16:00:00,0.4077,0.417,0.4073,0.4139,1258016,1770569999999,518679.9801,12048,672861,277581.3846000,0,CYSUSDT,0.009699999999999986,1.52
2026-02-08 17:00:00,0.4138,0.4154,0.4102,0.4131,483587,1770573599999,199749.1229,4998,245016,101274.4626000,0,CYSUSDT,0.005199999999999982,-0.17
2026-02-08 18:00:00,0.4131,0.4174,0.4115,0.415,495026,1770577199999,205404.9154,4619,274277,113814.4295000,0,CYSUSDT,0.005900000000000016,0.46
2026-02-08 19:00:00,0.4149,0.4189,0.4132,0.4155,447887,1770580799999,186256.0453,4872,222332,92493.2214000,0,CYSUSDT,0.005699999999999983,0.14
2026-02-08 20:00:00,0.4155,0.4206,0.4129,0.4192,434380,1770584399999,181100.73,4097,241392,100705.2937000,0,CYSUSDT,0.007699999999999985,0.89
2026-02-08 21:00:00,0.4192,0.4195,0.4142,0.4149,282279,1770587999999,117759.1973,3444,130423,54396.2975000,0,CYSUSDT,0.005299999999999971,-1.03
2026-02-08 22:00:00,0.4149,0.4189,0.4109,0.4155,367059,1770591599999,152297.8055,3609,155105,64427.1421000,0,CYSUSDT,0.008000000000000007,0.14
2026-02-08 23:00:00,0.4154,0.4187,0.4137,0.4166,542210,1770595199999,225691.3252,4869,262099,109132.6814000,0,CYSUSDT,0.0050000000000000044,0.29
2026-02-09 00:00:00,0.4165,0.4168,0.4056,0.4114,800715,1770598799999,328475.4347,7810,329459,135184.7330000,0,CYSUSDT,0.011199999999999988,-1.22
2026-02-09 01:00:00,0.4113,0.4116,0.4045,0.4062,626483,1770602399999,255140.1053,5679,298697,121671.8821000,0,CYSUSDT,0.007099999999999995,-1.24
2026-02-09 02:00:00,0.4063,0.4103,0.4037,0.404,370771,1770605999999,151081.1363,3527,189374,77257.5130000,0,CYSUSDT,0.006599999999999995,-0.57
2026-02-09 03:00:00,0.4041,0.407,0.4016,0.4051,384742,1770609599999,155388.0151,3935,165994,67100.6428000,0,CYSUSDT,0.00539999999999996,0.25
2026-02-09 04:00:00,0.4051,0.4118,0.4046,0.4067,577012,1770613199999,235186.9555,5614,339159,138347.2607000,0,CYSUSDT,0.007199999999999984,0.39
2026-02-09 05:00:00,0.4068,0.4085,0.3987,0.3993,663140,1770616799999,267605.4894,5317,325839,131597.4434000,0,CYSUSDT,0.009799999999999975,-1.84
2026-02-09 06:00:00,0.3993,0.4009,0.3799,0.3863,1486864,1770620399999,582148.1642,9824,574873,225400.5167000,0,CYSUSDT,0.020999999999999963,-3.26
2026-02-09 07:00:00,0.3863,0.3941,0.3812,0.3839,1518349,1770623999999,587035.2248,11319,817405,316249.8111000,0,CYSUSDT,0.012900000000000023,-0.62
2026-02-09 08:00:00,0.384,0.4069,0.3822,0.3857,2112299,1770627599999,829337.7888,18153,1124312,442158.4244000,0,CYSUSDT,0.0247,0.44
2026-02-09 09:00:00,0.3858,0.3883,0.381,0.3848,1210642,1770631199999,465216.0801,9378,667713,256654.9311000,0,CYSUSDT,0.007299999999999973,-0.26
2026-02-09 10:00:00,0.3848,0.3885,0.375,0.3756,900132,1770634799999,342776.6191,9112,419450,159827.4253000,0,CYSUSDT,0.013500000000000012,-2.39
2026-02-09 11:00:00,0.3756,0.377,0.3628,0.3748,1765010,1770638399999,652878.444,14652,903185,334228.8511000,0,CYSUSDT,0.01419999999999999,-0.21
2026-02-09 12:00:00,0.3748,0.375,0.3668,0.3698,646599,1770641999999,239991.3559,7052,359663,133530.8807000,0,CYSUSDT,0.008199999999999985,-1.33
