timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol,range,change
2026-02-07 11:00:00,519.11,519.55,515.77,517.87,9548.424,1770465599999,4943544.08513,28843,3938.197,2039113.66298,0,BCHUSDT,3.7799999999999727,-0.24
2026-02-07 12:00:00,517.84,529.16,517.53,525.89,35227.401,1770469199999,18483071.55945,92574,18304.188,9604216.42444,0,BCHUSDT,11.629999999999995,1.55
2026-02-07 13:00:00,525.9,528.35,523.76,525.89,12605.655,1770472799999,6629472.90409,38064,5962.017,3135928.23576,0,BCHUSDT,4.590000000000032,-0.0
2026-02-07 14:00:00,525.89,527.63,522.82,524.09,11454.634,1770476399999,6018761.12505,36953,5231.188,2748826.47789,0,BCHUSDT,4.809999999999945,-0.34
2026-02-07 15:00:00,524.09,530.76,523.37,527.03,16727.576,1770479999999,8818144.50983,51048,8659.780,4565124.61724,0,BCHUSDT,7.389999999999986,0.56
2026-02-07 16:00:00,527.04,532.74,520.87,523.5,70843.052,1770483599999,37278689.08032,152805,35905.671,18898841.33730,0,BCHUSDT,11.870000000000005,-0.67
2026-02-07 17:00:00,523.5,531.03,521.29,528.19,17232.233,1770487199999,9073121.94529,48355,8121.994,4276457.02767,0,BCHUSDT,9.740000000000009,0.9
2026-02-07 18:00:00,528.18,535.22,527.95,533.59,13057.915,1770490799999,6950415.49184,39041,7047.857,3751889.21473,0,BCHUSDT,7.269999999999982,1.02
2026-02-07 19:00:00,533.58,535.81,532.69,534.28,7060.123,1770494399999,3772698.33132,24861,3446.538,1841943.44205,0,BCHUSDT,3.119999999999891,0.13
2026-02-07 20:00:00,534.27,538.38,531.15,537.91,12663.652,1770497999999,6769339.55594,30364,7169.118,3832572.99345,0,BCHUSDT,7.230000000000018,0.68
2026-02-07 21:00:00,537.92,539.83,535.23,536.33,10233.45,1770501599999,5503474.27465,29825,5311.250,2856755.68932,0,BCHUSDT,4.600000000000023,-0.3
