timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol,change
2026-02-07 10:00:00,0.09306,0.09331,0.09209,0.09245,1119582.0,1770461999999,103751.25757,3779,558893,51754.0128200,0,2ZUSDT,-0.66
2026-02-07 11:00:00,0.09245,0.09268,0.09207,0.09256,1056708.0,1770465599999,97640.10033,3525,569072,52589.1421900,0,2ZUSDT,0.12
2026-02-07 12:00:00,0.09255,0.09555,0.09236,0.0949,3946806.0,1770469199999,372074.14983,12539,1977211,186464.3659700,0,2ZUSDT,2.54
2026-02-07 13:00:00,0.09493,0.09517,0.0935,0.09409,1583400.0,1770472799999,149238.65155,5441,822041,77493.6942600,0,2ZUSDT,-0.88
2026-02-07 14:00:00,0.09412,0.09434,0.09285,0.09314,1258805.0,1770476399999,117856.17474,4605,566748,53076.2116900,0,2ZUSDT,-1.04
2026-02-07 15:00:00,0.09314,0.09511,0.09287,0.09462,1842787.0,1770479999999,173402.75907,6745,1010395,95104.4079500,0,2ZUSDT,1.59
2026-02-07 16:00:00,0.09462,0.09696,0.09414,0.09482,13534241.0,1770483599999,1294355.50554,27293,7029668,672515.9416400,0,2ZUSDT,0.21
2026-02-07 17:00:00,0.09484,0.09513,0.09433,0.09495,1314632.0,1770487199999,124538.55321,4464,686959,65081.5983100,0,2ZUSDT,0.12
2026-02-07 18:00:00,0.09493,0.09741,0.09488,0.09663,1943002.0,1770490799999,187119.65485,5644,1029425,99098.1105100,0,2ZUSDT,1.79
2026-02-07 19:00:00,0.09659,0.09696,0.09608,0.09636,862983.0,1770494399999,83252.04776,3528,457308,44113.5032600,0,2ZUSDT,-0.24
2026-02-07 20:00:00,0.09636,0.09729,0.09603,0.09708,1148188.0,1770497999999,110921.84548,3942,568897,54978.3229700,0,2ZUSDT,0.75
2026-02-07 21:00:00,0.0971,0.09782,0.09686,0.09782,2017281.0,1770501599999,196433.25728,6656,1104217,107540.5451300,0,2ZUSDT,0.74
2026-02-07 22:00:00,0.09783,0.09851,0.0973,0.09763,1229496.0,1770505199999,120275.61233,4312,561273,54921.4927100,0,2ZUSDT,-0.2
2026-02-07 23:00:00,0.09763,0.09782,0.09664,0.09699,2125927.0,1770508799999,206466.5611,6010,1227720,119193.6712900,0,2ZUSDT,-0.66
