symbol,total_candles,avg_volume,avg_volume_usd,volatility,max_change,min_change,price_range,start_price,end_price,total_volume,total_volume_usd
1000RATSUSDT,168,2367952.505952381,113728.56323202381,1.10512431127471,3.39,-3.65,0.008080000000000004,0.05015,0.04911,397816021.0,19106398.62298
1000SATSUSDT,168,10840083244.577381,125158.42532765954,0.8759811721561461,2.65,-2.54,1.6000000000000016e-06,1.18e-05,1.21e-05,1821133985089.0,21026615.455046803
MOVRUSDT,168,22037.965714285714,32918.88154785714,0.7312506108049965,1.68,-2.33,0.17900000000000005,1.548,1.509,3702378.2399999998,5530372.10004
ACEUSDT,168,1344971.4889880952,252898.20872775593,2.5903425733161827,28.46,-13.69,0.0837,0.1828,0.1692,225955210.15,42486899.066263
NFPUSDT,168,1877014.956547619,32473.332696273814,0.7061029705694835,2.1,-1.86,0.0020300000000000006,0.01761,0.01805,315338512.7,5455519.892974
WIFUSDT,168,11025701.860119049,2423326.998374762,0.8255245867406817,2.61,-2.63,0.0358,0.2265,0.2278,1852317912.5,407118935.72696
AIUSDT,168,1720075.9523809524,39334.73094636905,0.7265637761907351,2.1,-1.98,0.003539999999999998,0.02383,0.02357,288972760.0,6608234.79899
XAIUSDT,168,7572685.839285715,77545.3626777976,0.736059918092628,2.02,-1.49,0.0014799999999999987,0.01047,0.01052,1272211221.0,13027620.929869998
LSKUSDT,168,1218575.6726190476,168554.96521369048,1.1948898177851826,8.45,-6.33,0.025099999999999983,0.1335,0.1482,204720713.0,28317234.1559
ONDOUSDT,168,4420508.2761904765,1116367.0802173214,0.8725562885916095,2.21,-2.02,0.04529999999999998,0.2492,0.2767,742645390.4,187549669.47651
MANTAUSDT,168,4198437.674404762,317229.3425757798,1.2007739104560593,5.71,-3.14,0.01919,0.07226,0.08139,705337529.3,53294529.55273101
ZETAUSDT,168,718476.5238095238,37825.70474994047,0.7934577962633538,2.35,-1.97,0.008319999999999994,0.05262,0.05696,120704056.0,6354718.3979899995
ALTUSDT,168,11929810.333333334,100820.47959273809,0.8632475849537192,2.55,-2.57,0.0012200000000000006,0.00824,0.00893,2004208136.0,16937840.57158
JUPUSDT,168,4901170.529761905,728005.6818291666,0.9671941356356458,3.86,-2.64,0.0348,0.1592,0.1559,823396649.0,122304954.5473
RONINUSDT,168,1043245.2821428572,106630.2723209524,1.0086121720894072,4.11,-2.19,0.026300000000000004,0.0952,0.1046,175265207.4,17913885.749920003
DYMUSDT,168,12539673.901190476,631997.9535432977,3.1777517325252385,32.27,-8.12,0.02633,0.04185,0.04691,2106665215.4,106175656.19527401
OMUSDT,168,36885214.456547625,2071112.0581222975,2.3570994380608465,22.21,-4.16,0.025069999999999995,0.04527,0.06251,6196716028.700001,347946825.764546
STRKUSDT,168,11944827.801785713,578822.4743486845,0.7453245963476115,2.4,-2.2,0.007059999999999997,0.0498,0.05009,2006731070.6999998,97242175.690579
PIXELUSDT,168,8697743.148809524,47244.784464702374,0.8259926738207723,3.17,-1.99,0.0007239999999999998,0.00553,0.005552,1461220849.0,7937123.790069999
GLMUSDT,168,564102.4821428572,107759.60502624999,0.7457139484030627,2.04,-1.89,0.021549999999999986,0.19258,0.19846,94769217.0,18103613.64441
TONUSDT,168,946010.5964285714,1306350.826199464,0.8124785952741944,6.25,-3.43,0.19720000000000004,1.367,1.4823,158929780.2,219466938.80150998
PORTALUSDT,168,2883141.852380953,41692.45180464881,0.8050164221785717,2.75,-2.23,0.0018499999999999992,0.01492,0.01486,484367831.20000005,7004331.903181
AXLUSDT,168,5047330.794642857,298864.1741518214,1.0651790132164403,3.0,-2.65,0.0092,0.057,0.06193,847951573.5,50209181.257506
AEVOUSDT,168,2729640.598809523,73838.41016775595,0.8058316440671606,2.84,-2.09,0.006280000000000001,0.02869,0.02655,458579620.5999999,12404852.908183001
METISUSDT,168,15031.761845238096,54850.31408672619,0.8934255561647687,3.55,-2.1,0.46199999999999974,3.736,3.682,2525335.99,9214852.76657
ETHFIUSDT,168,1057448.6410714285,480586.64945636905,0.922255063369383,3.55,-2.25,0.06060000000000004,0.4568,0.4786,177651371.7,80738557.10867
BOMEUSDT,168,530556590.60119045,211940.8249129714,0.8578563590669244,2.91,-2.24,6.809999999999997e-05,0.0004093,0.000419,89133507221.0,35606058.5853792
VANRYUSDT,168,18620780.48809524,116176.90921486905,0.9286142696462855,3.62,-5.89,0.000817,0.006015,0.006379,3128291122.0,19517720.748098
ENAUSDT,168,30294971.10714286,3577831.6959476196,0.8393258200441337,2.7,-2.02,0.021599999999999994,0.1222,0.1235,5089555146.0,601075724.9192001
TNSRUSDT,168,23552817.366666667,1321513.9008185416,2.692279078139554,22.85,-10.99,0.02592,0.0445,0.05622,3956873317.6,222014335.337515
WUSDT,168,10987141.823809523,214915.50903471425,0.813998548969561,2.14,-2.3,0.0032900000000000013,0.02003,0.02106,1845839826.3999999,36105805.517831996
REZUSDT,168,16525571.916666666,49609.762620779766,0.7212695833077681,1.97,-1.85,0.000516,0.003206,0.003037,2776296082.0,8334440.120291
SAGAUSDT,168,6197183.925595238,201978.8529692381,1.148784998061319,5.35,-3.22,0.008619999999999996,0.03219,0.03335,1041126899.5,33932447.298832
TAOUSDT,168,23232.981845238097,3878750.1819262495,1.111941840386215,2.85,-2.61,65.15,163.43,201.97,3903140.95,651630030.56361
BBUSDT,168,2610938.529761905,83556.46669392858,0.8513312153214995,2.14,-2.04,0.005600000000000001,0.03323,0.03284,438637673.0,14037486.40458
NOTUSDT,168,272759224.60714287,107873.61920382679,0.7899980689591743,2.42,-2.46,4.649999999999999e-05,0.000401,0.0004076,45823549734.0,18122768.0262429
TURBOUSDT,168,225905167.52380952,237922.82578090596,0.898897909004499,2.48,-2.41,0.0001632999999999999,0.0010885,0.0011195,37952068144.0,39971034.7311922
IOUSDT,168,986392.3696428571,101804.52046654759,0.8629422947387877,3.23,-2.26,0.016299999999999995,0.1085,0.1088,165713918.1,17103159.438379996
ZKUSDT,168,38559896.416666664,839940.0998566665,1.0703013957300715,4.57,-2.54,0.0029,0.02152,0.02282,6478062598.0,141109936.77591997
ZROUSDT,168,4197128.17202381,8801588.325565953,2.459300723327999,12.37,-7.9,0.9934000000000003,1.6221,1.856,705117532.9000001,1478666838.69508
LISTAUSDT,168,437095.9583333333,41182.651054761904,0.8023281967859884,2.31,-2.46,0.01580000000000001,0.0972,0.0943,73432121.0,6918685.3772
MEWUSDT,168,184571006.82142857,113199.34755619941,0.9772295470777475,2.54,-3.31,0.00013240000000000007,0.000599,0.000653,31007929146.0,19017490.3894415
RENDERUSDT,168,612463.7011904762,817115.7822708333,0.9637470369110522,3.04,-2.54,0.24499999999999988,1.334,1.457,102893901.8,137275451.4215
BANANAUSDT,168,18434.61011904762,84677.47389940477,0.8233190161229524,2.12,-2.12,0.5629999999999997,4.633,4.799,3097014.5,14225815.6151
RAREUSDT,168,6622807.101190476,133037.94063910714,0.9048156182936221,2.46,-4.8,0.0020599999999999993,0.01942,0.02005,1112631593.0,22350374.02737
SYNUSDT,168,3191812.7321428573,167218.97852815475,0.9464229777476181,3.36,-2.29,0.015389999999999994,0.05963,0.04852,536224539.0,28092788.392729998
GUSDT,168,60563395.541666664,244880.55455008335,1.1942985800176216,10.26,-3.03,0.000928,0.003661,0.004132,10174650451.0,41139933.164414
SYSUSDT,168,4928441.327380952,69255.59927970238,0.8158910034161273,2.4,-2.19,0.0028599999999999997,0.01339,0.01433,827978143.0,11634940.678989999
POPCATUSDT,168,2837522.095238095,143723.96777035715,0.9559437950789114,2.76,-2.36,0.006919999999999996,0.0509,0.05193,476703712.0,24145626.58542
SUNUSDT,168,5186106.404761905,87753.33438665477,0.3686427877905927,1.87,-1.45,0.001516,0.016177,0.017104,871265876.0,14742560.176958
BRETTUSDT,168,14081226.42857143,104572.07241529763,1.1822817836694341,4.16,-3.27,0.00166,0.0076,0.00789,2365646040.0,17568108.16577
DOGSUSDT,168,1829979993.2916667,52069.94070115774,0.8198110181641127,2.48,-2.46,3.5999999999999994e-06,2.84e-05,2.94e-05,307436638873.0,8747750.0377945
MBOXUSDT,168,1208706.5952380951,24821.85014505953,0.7037343843310225,2.07,-2.27,0.002590000000000002,0.02088,0.02131,203062708.0,4170070.8243700005
FLUXUSDT,168,1111550.761904762,84946.52593511905,1.2278068159421593,5.96,-6.47,0.025199999999999986,0.0715,0.0716,186740528.0,14271016.357099999
RPLUSDT,168,18979.444642857143,29661.06458154762,0.7716168649375539,2.46,-2.17,0.276,1.586,1.68,3188546.7,4983058.8497
1MBABYDOGEUSDT,168,252388806.9642857,98192.22466068572,0.8155549278370902,2.54,-2.19,6.419999999999999e-05,0.0004001,0.000417,42401319570.0,16496293.7429952
POLUSDT,168,9928867.17857143,937240.6464784525,0.8194425974503098,2.59,-2.05,0.015620000000000009,0.09578,0.10312,1668049686.0,157456428.60838002
NEIROUSDT,168,5490565162.952381,408220.00160205294,0.9323613040158408,2.46,-2.51,1.3100000000000007e-05,7.72e-05,7.68e-05,922414947376.0,68580960.2691449
FIDAUSDT,168,3046907.339285714,61879.2394635119,0.8154674802171465,2.99,-1.99,0.0022900000000000004,0.01998,0.02125,511880433.0,10395712.229869999
CATIUSDT,168,710157.3214285715,29916.921431964285,0.7383329559840978,2.37,-2.08,0.006519999999999998,0.04415,0.04182,119306430.0,5026042.80057
FIOUSDT,168,2323466.1904761903,20907.397611309523,0.6549443346966086,1.65,-1.76,0.00119,0.0091,0.00929,390342320.0,3512442.7986999997
HMSTRUSDT,168,416046951.3630952,72289.8646470619,0.7378705711402076,2.53,-2.37,1.600000000000001e-05,0.000175,0.000181,69895887829.0,12144697.260706399
DIAUSDT,168,173103.04166666666,35002.77674047619,0.8393654846850236,3.01,-1.9,0.027700000000000002,0.2,0.2025,29081311.0,5880466.4924
EIGENUSDT,168,2347454.151785714,480147.88714124996,0.872739476859049,3.04,-2.96,0.0358,0.2138,0.2115,394372297.5,80664845.03973
COSUSDT,168,28612144.898809522,30424.35377601786,0.6221210511018922,1.42,-1.88,0.00011399999999999995,0.00106,0.0011,4806840343.0,5111291.434371
SCRUSDT,168,747328.2976190476,37130.401673750006,0.754751350312408,2.39,-1.89,0.00784,0.05233,0.05123,125551154.0,6237907.481190001
GOATUSDT,168,2850076.8035714286,64450.05760565476,0.8585255009524013,2.48,-2.72,0.00401,0.02232,0.02402,478812903.0,10827609.677749999
1000CATUSDT,168,23414091.94642857,42506.89186811905,0.729339162862735,2.06,-1.66,0.0002769999999999999,0.001844,0.001937,3933567447.0,7141157.8338440005
SAFEUSDT,168,534623.1369047619,55073.236431547615,0.8669141363252068,2.68,-2.52,0.019699999999999995,0.1016,0.1126,89816687.0,9252303.7205
MOODENGUSDT,168,28491223.291666668,1474794.1338224404,1.945458134515066,9.84,-6.43,0.022060000000000003,0.04576,0.05531,4786525513.0,247765414.48217
SANTOSUSDT,168,31207.025,60346.93568214287,0.6974358102637592,2.29,-1.54,0.20599999999999974,1.888,1.935,5242780.2,10138285.194600001
CETUSUSDT,168,2135649.654761905,34153.19759755952,0.7550834849802978,1.99,-2.81,0.0030300000000000014,0.01635,0.0172,358789142.0,5737737.196389999
COWUSDT,168,931928.9107142857,165991.26340714286,1.0732558811784703,4.38,-2.64,0.05249999999999999,0.1594,0.2095,156564057.0,27886532.2524
1000000MOGUSDT,168,342238.7345238095,57461.8362952381,0.9744210461124744,2.18,-2.35,0.022900000000000004,0.1698,0.1696,57496107.4,9653588.4976
DRIFTUSDT,168,1440449.6488095238,125356.10400535713,1.1288746964424508,4.58,-3.4,0.01949999999999999,0.0873,0.0948,241995541.0,21059825.4729
ACTUSDT,168,13257074.267857144,190757.8346672024,1.124696770273729,5.63,-3.86,0.0029300000000000003,0.01538,0.01488,2227188477.0,32047316.224090002
GRASSUSDT,168,1051954.9083333334,211878.96585636906,1.4248393973499827,6.02,-8.77,0.062200000000000005,0.1806,0.2024,176728424.60000002,35595666.26387
HIPPOUSDT,168,51862475.553571425,33630.0228651119,1.1427990399490993,6.77,-3.04,0.00010900000000000005,0.000681,0.0006775,8712895893.0,5649843.8413388
PNUTUSDT,168,6097627.994047619,290295.1111785715,0.9049630270171458,2.4,-2.33,0.008459999999999995,0.04913,0.04976,1024401503.0,48769578.678
AKTUSDT,168,175077.93869047618,55351.86707535716,0.9853879383669079,3.02,-3.21,0.041200000000000014,0.3204,0.3337,29413093.7,9299113.668660002
BANUSDT,168,3225223.0833333335,258667.92987886904,1.4281984350533345,8.69,-4.34,0.03135,0.06775,0.09562,541837478.0,43456212.21965
DEGENUSDT,168,31828340.67857143,22240.649985267857,0.9570675806891973,3.65,-2.57,0.00012300000000000006,0.000717,0.000741,5347161234.0,3736429.197525
1000WHYUSDT,168,2068350759.0595238,24737.848040644643,0.8649213881613103,2.56,-2.54,1.7999999999999997e-06,1.18e-05,1.29e-05,347482927522.0,4155958.4708283
SCRTUSDT,168,768607.8571428572,73231.49596488095,1.163666166827346,5.82,-3.14,0.0179,0.0962,0.0949,129126120.0,12302891.322099999
1000CHEEMSUSDT,168,126296599.32738096,65375.77736577916,0.8724786721529918,2.17,-2.21,0.00010959999999999995,0.0005206,0.0005016,21217828687.0,10983130.597450899
THEUSDT,168,771913.6422619048,208420.73114244046,1.0316363938570172,5.06,-2.7,0.02889999999999998,0.2549,0.2791,129681491.9,35014682.83193
CHILLGUYUSDT,168,4045593.535714286,42453.01818386905,1.152812920839014,4.61,-4.22,0.00247,0.01023,0.0113,679659714.0,7132107.05489
MORPHOUSDT,168,244411.3232142857,287806.80966523814,0.9198029331561194,5.29,-1.83,0.244,1.1417,1.2542,41061102.3,48351544.023760006
KAIAUSDT,168,3407163.4285714286,189456.23214839285,0.790686805997302,2.63,-2.51,0.006420000000000002,0.05399,0.05821,572403456.0,31828647.00093
AEROUSDT,168,771579.4136904762,233425.32777684522,0.9926092132999349,2.62,-5.04,0.05939999999999995,0.3195,0.3182,129625341.5,39215455.06651
ACXUSDT,168,762026.0357142858,28234.807597755953,0.7061670147515566,2.29,-1.87,0.004749999999999997,0.03848,0.03784,128020374.00000001,4743447.676423
ORCAUSDT,168,65499.97083333334,50200.358976190466,0.6576313767293709,1.93,-1.74,0.08500000000000008,0.778,0.803,11003995.100000001,8433660.307999998
MOVEUSDT,168,36676649.708333336,878672.5786293453,1.200165156810232,6.87,-5.44,0.00631,0.02277,0.02419,6161677151.0,147616993.20973
RAYSOLUSDT,168,218001.57083333336,129692.64688333332,0.9365278059605735,2.58,-2.46,0.09150000000000003,0.5904,0.6331,36624263.900000006,21788364.6764
KOMAUSDT,168,5500818.898809524,40713.10007113095,0.9512616878813682,6.52,-2.95,0.001680000000000001,0.00745,0.00789,924137575.0,6839800.81195
SPXUSDT,168,1527817.7976190476,445130.97729226184,1.1466380109946512,3.04,-2.93,0.04600000000000004,0.2834,0.3128,256673390.0,74782004.18509999
VIRTUALUSDT,168,2839891.713095238,1652639.9235982143,1.2636336604417988,5.59,-3.17,0.1613,0.5652,0.688,477101807.8,277643507.1645
AVAUSDT,168,126553.49702380953,27863.65467904762,0.7374469069346461,2.04,-1.87,0.029100000000000015,0.227,0.2295,21260987.5,4681093.98608
MEUSDT,168,16839837.97857143,2981311.291418869,1.6488084195710084,6.36,-8.63,0.0751,0.1391,0.1547,2829092780.4,500860296.95837
DEGOUSDT,168,88504.26011904761,28874.315855416662,0.7204459043620566,2.54,-1.63,0.04420000000000002,0.3306,0.3427,14868715.7,4850885.063709999
MOCAUSDT,168,7981743.857142857,129144.9463039881,1.0677949889550011,4.32,-3.36,0.00392,0.01495,0.01703,1340932968.0,21696350.97907
VELODROMEUSDT,168,2132977.5416666665,30089.757165297615,0.8446602074946428,2.96,-2.35,0.00226,0.01444,0.01495,358340227.0,5055079.20377
VANAUSDT,168,1001258.1601190475,1667098.849179226,1.8635492310063542,17.17,-5.68,0.47099999999999986,1.51,1.638,168211370.89999998,280072606.66211
PENGUUSDT,168,283922604.5714286,1809324.8384890775,0.9506638065490906,2.94,-2.18,0.0011879999999999998,0.006362,0.0069,47698997568.0,303966572.86616504
LUMIAUSDT,168,648093.619047619,42183.98492901191,0.766279343279021,2.26,-2.01,0.010839999999999995,0.0669,0.06792,108879728.0,7086909.468074
USUALUSDT,168,3761268.6785714286,56518.34488113095,0.8896785462162031,2.4,-2.85,0.002060000000000001,0.01541,0.01569,631893138.0,9495081.94003
AIXBTUSDT,168,7736486.892857143,155370.9236792857,0.9005985063615632,2.53,-1.85,0.003870000000000002,0.0209,0.02194,1299729798.0,26102315.17812
FARTCOINUSDT,168,10471820.017857144,1959553.2757380356,1.0324261887354316,3.4,-3.15,0.04250000000000001,0.193,0.1933,1759265763.0,329204950.32399
CGPTUSDT,168,1342501.125,28276.313462738093,0.7265288860532292,1.95,-2.29,0.003459999999999998,0.02102,0.02287,225540189.0,4750420.661739999
KMNOUSDT,168,1922638.9583333333,56288.35191946428,0.7487952018732799,3.13,-1.83,0.003930000000000003,0.02956,0.02957,323003345.0,9456443.122469999
HIVEUSDT,168,977675.2321428572,71581.38721404762,0.7226163039836601,2.32,-2.35,0.01328,0.07632,0.07535,164249439.0,12025673.051959999
PHAUSDT,168,1302527.488095238,34658.18804678571,0.7524597223323882,2.09,-2.14,0.0038600000000000023,0.02799,0.02704,218824618.0,5822575.59186
DEXEUSDT,168,19359.03744047619,41890.59781315477,0.8286509777772549,3.13,-2.01,0.48400000000000043,2.165,2.445,3252318.29,7037620.4326100005
GRIFFAINUSDT,168,5072200.005952381,47053.98567541667,1.03007034061531,3.76,-2.95,0.001939999999999999,0.0091,0.01015,852129601.0,7905069.59347
BIOUSDT,168,11148773.80357143,282683.22275071434,0.9415177561036513,4.57,-2.38,0.004789999999999999,0.02626,0.02495,1872993999.0,47490781.422120005
COOKIEUSDT,168,2700790.005952381,53083.66159,0.8258609642883779,3.0,-2.08,0.0030600000000000002,0.02046,0.02024,453732721.0,8918055.14712
ZEREBROUSDT,168,6081404.863095238,48724.3979710119,0.9209211428534118,3.8,-1.84,0.0010300000000000005,0.00788,0.00833,1021676017.0,8185698.85913
ALCHUSDT,168,11208656.970238095,886208.6287444641,3.682204571563543,23.07,-26.91,0.041170000000000005,0.08428,0.08426,1883054371.0,148883049.62906998
SWARMSUSDT,168,10741732.273809524,76710.6247010119,1.2593560082848216,6.66,-2.87,0.00181,0.00682,0.00756,1804611022.0,12887384.94977
DUSDT,168,3705437.1904761903,34942.77741529761,0.728631938437277,1.68,-2.14,0.002020000000000001,0.01045,0.00897,622513448.0,5870386.605769999
PROMUSDT,168,71252.2607142857,83521.32996011905,0.8602361045352902,2.38,-3.45,0.19499999999999984,1.194,1.171,11970379.799999999,14031583.4333
SONICUSDT,168,13290018.486904763,708146.1394647916,1.9800620745512332,7.56,-6.8,0.031200000000000006,0.04024,0.04995,2232723105.8,118968551.430085
SOLVUSDT,168,31807287.44642857,154642.88483595237,1.2525940690864157,4.07,-5.49,0.0013899999999999997,0.00548,0.00495,5343624291.0,25980004.65244
SUSDT,168,11588554.827380951,516224.4974729761,1.31967149132814,6.39,-3.15,0.01165,0.04525,0.04993,1946877211.0,86725715.57545999
ARCUSDT,168,59244495.86309524,4339767.032281309,3.005041358049355,14.41,-8.74,0.050440000000000006,0.07303,0.07734,9953075305.0,729080861.42326
AVAAIUSDT,168,6527914.029761905,47993.21069857143,0.8701926946240225,3.85,-2.57,0.0014799999999999995,0.00742,0.00789,1096689557.0,8062859.39736
MELANIAUSDT,168,586659.271845238,71145.21844231548,0.8467754444995856,3.23,-1.93,0.019600000000000006,0.1291,0.1199,98558757.67,11952396.698309
TRUMPUSDT,168,598459.3029761905,1979622.5219821427,0.7570630825618457,2.85,-2.55,0.40900000000000025,3.296,3.445,100541162.9,332576583.69299996
ANIMEUSDT,168,38673261.333333336,213391.19853539285,0.8768717891390775,2.39,-2.67,0.0007430000000000006,0.005427,0.005775,6497107904.0,35849721.353946
VINEUSDT,168,2653524.6785714286,49149.91708755953,0.8593933494036038,2.82,-2.41,0.002700000000000001,0.01893,0.01903,445792146.0,8257186.070710001
VTHOUSDT,168,231720111.4940476,145792.9420582613,1.620420092891072,17.37,-5.01,0.00021010000000000007,0.0005914,0.0006252,38928978731.0,24493214.2657879
BERAUSDT,168,23908507.377380952,17108375.141869348,4.2985999334595455,34.66,-12.12,0.9416999999999999,0.4489,0.6916,4016629239.4,2874207023.83405
PIPPINUSDT,168,63088842.053571425,23801682.621010177,3.494218931256236,15.17,-16.84,0.47822,0.1835,0.61926,10598925465.0,3998682680.32971
VVVUSDT,168,603136.9785119047,1554905.3751676786,1.8843985205977898,12.27,-6.37,1.483,1.887,2.806,101327012.39,261224103.02817
TSTUSDT,168,3838575.726190476,39121.120399345244,0.8051458729169647,2.37,-1.75,0.0018199999999999987,0.01051,0.01115,644880722.0,6572348.227090001
HEIUSDT,168,313563.7726190476,26772.34861672619,0.6739289546804308,1.8,-1.8,0.0116,0.0903,0.0878,52678713.8,4497754.56761
LAYERUSDT,168,2644116.2970238095,230340.29495833334,1.083701425149395,2.92,-3.72,0.019600000000000006,0.082,0.094,444211537.9,38697169.553
B3USDT,168,142802789.51785713,63537.85631383869,1.328919453552052,4.64,-10.68,0.0001429,0.000523,0.0004498,23990868639.0,10674359.8607249
IPUSDT,168,941071.4369047617,1115286.520214881,1.147461263403807,4.68,-3.47,0.2670000000000001,1.313,1.144,158100001.39999998,187368135.3961
GPSUSDT,168,465578328.6666667,5873856.854083958,3.213888309954513,11.25,-15.79,0.007693,0.009621,0.011121,78217159216.0,986807951.486105
KAITOUSDT,168,1957085.905952381,625303.5684557738,1.0734492000362452,4.4,-7.14,0.06839999999999996,0.3229,0.3308,328790432.2,105050999.50057
SHELLUSDT,168,1570018.9107142857,48769.28775886905,0.7276456379073226,1.89,-1.87,0.00307,0.03139,0.03207,263763177.0,8193240.343490001
REDUSDT,168,277297.86904761905,51493.12646071429,0.8089584469494029,2.12,-2.04,0.03040000000000001,0.1865,0.1933,46586042.0,8650845.2454
VICUSDT,168,744993.4821428572,40895.738203690475,0.9832486159395686,1.92,-6.57,0.008570000000000001,0.0572,0.05421,125158905.0,6870484.01822
EPICUSDT,168,255267.73452380951,76332.75286738096,0.9717044701317492,2.94,-3.38,0.05629999999999996,0.3065,0.2917,42884979.4,12823902.48172
MUBARAKUSDT,168,16981216.14285714,255472.90533630954,1.529324244698762,6.03,-5.82,0.00591,0.01318,0.01866,2852844312.0,42919448.0965
BMTUSDT,168,1430004.732142857,23947.143311130952,0.6741465366626247,1.86,-1.84,0.00179,0.01676,0.01758,240240795.0,4023120.07627
FORMUSDT,168,542931.5601190475,113955.98890988094,0.9272548850000667,4.79,-2.36,0.02839999999999998,0.216,0.2216,91212502.1,19144606.136859998
BROCCOLI714USDT,168,13850194.863095239,185607.1981314286,1.0966657853416844,5.31,-3.94,0.003130000000000001,0.01322,0.01488,2326832737.0,31182009.286080003
TUTUSDT,168,5456048.898809524,58865.86373321428,0.7910474061122077,2.21,-1.67,0.00213,0.01071,0.01187,916616215.0,9889465.10718
BROCCOLIF3BUSDT,168,5826404.821428572,22063.216375291668,0.6980562854825816,2.23,-1.66,0.0005579999999999999,0.003824,0.004128,978836010.0,3706620.3510490004
BRUSDT,168,368403.25595238095,21903.55833845238,1.1535493632469271,3.86,-5.04,0.008559999999999991,0.05539,0.05965,61891747.0,3679797.8008600003
BANANAS31USDT,168,332704938.79761904,1408487.2897422977,2.031190562509121,6.62,-16.56,0.001471,0.003566,0.004868,55894429718.0,236625864.67670602
SIRENUSDT,168,103902513.95833333,14208318.716168571,13.98769205596867,104.71,-49.18,0.33749,0.10693,0.12755,17455622345.0,2386997544.31632
PLUMEUSDT,168,14167763.517857144,157398.4481432143,0.9664558565104796,2.93,-2.94,0.0016500000000000004,0.01123,0.01176,2380184271.0,26442939.288060002
PARTIUSDT,168,3507572.511904762,359602.08045874996,1.0746272206618956,3.92,-2.35,0.019539999999999988,0.09662,0.11215,589272182.0,60413149.517069995
NILUSDT,168,18683455.52440476,1072892.625371756,2.1975375432335005,14.67,-8.06,0.02094,0.04593,0.05669,3138820528.1,180245961.062455
JELLYJELLYUSDT,168,4197962.732142857,243497.6807230357,0.7815139591152467,3.72,-2.67,0.009970000000000007,0.06032,0.05569,705257739.0,40907610.36147
MAVIAUSDT,168,1049337.244047619,40061.79416892857,1.1450391319207756,4.33,-3.73,0.008539999999999999,0.03892,0.0402,176288657.0,6730381.42038
WALUSDT,168,1410259.130952381,115899.59313511907,0.8183634485732181,2.33,-2.38,0.011900000000000008,0.0828,0.0845,236923534.0,19471131.646700002
FUNUSDT,168,55471301.47619048,72137.69161907144,1.0061993398384355,2.78,-2.89,0.00016700000000000005,0.001236,0.001295,9319178648.0,12119132.192004
PAXGUSDT,168,1976.5487142857144,9924348.1860725,0.31442036413616514,1.01,-2.1,238.92000000000007,4947.69,5025.64,332060.184,1667290495.26018
MLNUSDT,168,8650.279107142858,30920.772336904764,0.7444380879050289,2.2,-1.95,0.5350000000000001,3.561,3.75,1453246.8900000001,5194689.7526
ATHUSDT,168,29651242.68452381,183535.6936401786,1.2723239863355296,11.32,-2.91,0.0017399999999999994,0.00591,0.006507,4981408771.0,30833996.53155
GUNUSDT,168,10669085.529761905,300108.6378535714,1.0888781642332879,4.11,-3.2,0.006200000000000001,0.02759,0.02522,1792406369.0,50418251.15939999
FORTHUSDT,168,27370.616666666665,30322.80665238095,0.9086100522086591,3.08,-6.21,0.242,1.171,1.141,4598263.6,5094231.5176
BABYUSDT,168,5106557.18452381,69507.5117802381,0.8102624483732404,3.03,-2.05,0.0014600000000000012,0.01388,0.01396,857901607.0,11677261.97908
PROMPTUSDT,168,1038214.869047619,49096.997230059525,1.0279319153859112,2.65,-3.79,0.0066900000000000015,0.04875,0.04861,174420098.0,8248295.534650001
STOUSDT,168,1407720.0714285714,78452.5213657738,1.1114851076681176,4.55,-3.65,0.0114,0.05615,0.05536,236496972.0,13180023.58945
KERNELUSDT,168,4488648.178571428,272252.9473333333,1.234168707292897,3.27,-3.28,0.019740000000000008,0.05577,0.0687,754092894.0,45738495.151999995
FHEUSDT,168,33718055.74404762,2799382.8814051785,4.974716472097557,18.09,-25.2,0.12469,0.09372,0.04144,5664633365.0,470296324.07607
WCTUSDT,168,7270917.422619048,441254.14517065475,1.1027075302207694,3.86,-2.76,0.011790000000000009,0.05666,0.0665,1221514127.0,74130696.38867
INITUSDT,168,2511536.6726190476,173698.97228279762,1.103035897636244,4.05,-3.61,0.011800000000000005,0.0669,0.06907,421938161.0,29181427.343510002
AERGOUSDT,168,1105037.8988095238,63633.13057333334,0.8645464217714257,3.96,-3.95,0.008600000000000003,0.05428,0.05935,185646367.0,10690365.936320001
DEEPUSDT,168,17492170.94642857,481990.38533446426,1.4940749806357176,4.88,-4.94,0.009330000000000001,0.02522,0.02969,2938684719.0,80974384.73618999
BANKUSDT,168,7111357.833333333,259661.67103458339,1.6549551796669861,5.43,-4.64,0.01745,0.03186,0.04437,1194708116.0,43623160.73381001
HYPERUSDT,168,1293858.0297619049,127989.06957083332,0.7977570049524292,2.68,-2.88,0.017100000000000004,0.0971,0.1069,217368149.0,21502163.6879
SIGNUSDT,168,9072330.833333334,253273.48705369042,0.9415237318057705,3.63,-2.73,0.004710000000000002,0.03044,0.02853,1524151580.0,42549945.82501999
JSTUSDT,168,2948405.619047619,123455.13948519049,0.669487371930788,1.71,-1.94,0.004755000000000002,0.0402,0.042722,495332144.0,20740463.433512002
CTKUSDT,168,74923.125,15661.524379166669,0.6507505016719467,1.97,-2.58,0.02260000000000001,0.2083,0.2167,12587085.0,2631136.0957000004
PUNDIXUSDT,168,257001.15476190476,42752.003840476194,0.765608489184354,1.98,-1.82,0.022800000000000015,0.1657,0.176,43176194.0,7182336.6452
