SYMBOL,TIMESTAMP,TYPE,PRICE,RSI,SMA200,ATR,REASON,PROFIT
^GSPC,2025-03-04 15:30,SELL,5756.5801,0,0,0,CLOSED_1_TRADES_PNL_$5.63,0.0
^GSPC,2025-03-04 16:30,SELL,5740.7798,0,0,0,CLOSED_1_TRADES_PNL_$5.89,0.0
^GSPC,2025-03-04 17:30,SELL,5790.1699,0,0,0,CLOSED_1_TRADES_PNL_$5.08,0.0
^GSPC,2025-03-04 18:30,SELL,5786.8701,0,0,0,CLOSED_1_TRADES_PNL_$5.14,0.0
^GSPC,2025-03-04 21:30,SELL,5777.4399,0,0,0,CLOSED_1_TRADES_PNL_$5.29,0.0
^GSPC,2025-03-05 15:30,SELL,5770.7100,0,0,0,CLOSED_1_TRADES_PNL_$5.40,0.0
^GSPC,2025-03-05 16:30,SELL,5759.8999,0,0,0,CLOSED_1_TRADES_PNL_$5.58,0.0
^GSPC,2025-03-06 17:30,SELL,5736.6299,0,0,0,CLOSED_1_TRADES_PNL_$5.96,0.0
^GSPC,2025-03-06 18:30,SELL,5736.0801,0,0,0,CLOSED_1_TRADES_PNL_$5.97,0.0
^GSPC,2025-03-06 19:30,SELL,5716.7202,0,0,0,CLOSED_1_TRADES_PNL_$6.29,0.0
^GSPC,2025-03-06 20:30,SELL,5740.7798,0,0,0,CLOSED_1_TRADES_PNL_$5.89,0.0
^GSPC,2025-03-06 21:30,SELL,5738.4902,0,0,0,CLOSED_1_TRADES_PNL_$5.93,0.0
^GSPC,2025-03-07 15:30,SELL,5732.7998,0,0,0,CLOSED_1_TRADES_PNL_$6.02,0.0
^GSPC,2025-03-07 16:30,SELL,5685.0801,0,0,0,CLOSED_1_TRADES_PNL_$6.80,0.0
^GSPC,2025-03-07 17:30,SELL,5689.6099,0,0,0,CLOSED_1_TRADES_PNL_$6.73,0.0
^GSPC,2025-03-07 18:30,SELL,5735.6499,0,0,0,CLOSED_1_TRADES_PNL_$5.98,0.0
^GSPC,2025-03-07 19:30,SELL,5775.8398,0,0,0,CLOSED_1_TRADES_PNL_$5.32,0.0
^GSPC,2025-03-07 20:30,SELL,5769.8101,0,0,0,CLOSED_1_TRADES_PNL_$5.42,0.0
^GSPC,2025-03-07 21:30,SELL,5769.1499,0,0,0,CLOSED_1_TRADES_PNL_$5.43,0.0
^GSPC,2025-03-10 14:30,SELL,5663.1001,0,0,0,CLOSED_1_TRADES_PNL_$7.16,0.0
^GSPC,2025-03-10 15:30,SELL,5659.1602,0,0,0,CLOSED_1_TRADES_PNL_$7.23,0.0
^GSPC,2025-03-10 16:30,SELL,5644.9399,0,0,0,CLOSED_1_TRADES_PNL_$7.46,0.0
^GSPC,2025-03-10 17:30,SELL,5626.2998,0,0,0,CLOSED_1_TRADES_PNL_$7.77,0.0
^GSPC,2025-03-10 18:30,SELL,5605.8901,0,0,0,CLOSED_1_TRADES_PNL_$8.10,0.0
^GSPC,2025-03-10 19:30,SELL,5605.0298,0,0,0,CLOSED_1_TRADES_PNL_$8.12,0.0
^GSPC,2025-03-10 20:30,SELL,5615.0000,0,0,0,CLOSED_1_TRADES_PNL_$7.95,0.0
^GSPC,2025-03-11 14:30,SELL,5567.4102,0,0,0,CLOSED_1_TRADES_PNL_$8.73,0.0
^GSPC,2025-03-11 15:30,SELL,5580.2700,0,0,0,CLOSED_1_TRADES_PNL_$8.52,0.0
^GSPC,2025-03-11 16:30,SELL,5566.9399,0,0,0,CLOSED_1_TRADES_PNL_$8.74,0.0
^GSPC,2025-03-11 17:30,SELL,5530.0698,0,0,0,CLOSED_1_TRADES_PNL_$9.35,0.0
^GSPC,2025-03-11 18:30,SELL,5592.7100,0,0,0,CLOSED_1_TRADES_PNL_$8.32,0.0
^GSPC,2025-03-11 19:30,SELL,5604.3101,0,0,0,CLOSED_1_TRADES_PNL_$8.13,0.0
^GSPC,2025-03-11 20:30,SELL,5571.7900,0,0,0,CLOSED_1_TRADES_PNL_$8.66,0.0
^GSPC,2025-03-12 14:30,SELL,5599.3799,0,0,0,CLOSED_1_TRADES_PNL_$8.21,0.0
^GSPC,2025-03-12 15:30,SELL,5577.4399,0,0,0,CLOSED_1_TRADES_PNL_$8.57,0.0
^GSPC,2025-03-12 16:30,SELL,5611.0000,0,0,0,CLOSED_1_TRADES_PNL_$8.02,0.0
^GSPC,2025-03-12 17:30,SELL,5622.4800,0,0,0,CLOSED_1_TRADES_PNL_$7.83,0.0
^GSPC,2025-03-12 18:30,SELL,5610.1699,0,0,0,CLOSED_1_TRADES_PNL_$8.03,0.0
^GSPC,2025-03-12 19:30,SELL,5605.0098,0,0,0,CLOSED_1_TRADES_PNL_$8.12,0.0
^GSPC,2025-03-12 20:30,SELL,5598.2798,0,0,0,CLOSED_1_TRADES_PNL_$8.23,0.0
^GSPC,2025-03-13 14:30,SELL,5579.2202,0,0,0,CLOSED_1_TRADES_PNL_$8.54,0.0
^GSPC,2025-03-13 15:30,SELL,5550.9102,0,0,0,CLOSED_1_TRADES_PNL_$9.00,0.0
^GSPC,2025-03-13 16:30,SELL,5533.5000,0,0,0,CLOSED_1_TRADES_PNL_$9.29,0.0
^GSPC,2025-03-13 17:30,SELL,5519.1602,0,0,0,CLOSED_1_TRADES_PNL_$9.52,0.0
^GSPC,2025-03-13 18:30,SELL,5537.2700,0,0,0,CLOSED_1_TRADES_PNL_$9.23,0.0
^GSPC,2025-03-13 19:30,SELL,5522.2500,0,0,0,CLOSED_1_TRADES_PNL_$9.47,0.0
^GSPC,2025-03-13 20:30,SELL,5521.5601,0,0,0,CLOSED_1_TRADES_PNL_$9.48,0.0
^GSPC,2025-03-14 14:30,SELL,5576.0200,0,0,0,CLOSED_1_TRADES_PNL_$8.59,0.0
^GSPC,2025-03-14 15:30,SELL,5617.3901,0,0,0,CLOSED_1_TRADES_PNL_$7.91,0.0
^GSPC,2025-03-14 16:30,SELL,5609.3901,0,0,0,CLOSED_1_TRADES_PNL_$8.05,0.0
^GSPC,2025-03-14 17:30,SELL,5621.4702,0,0,0,CLOSED_1_TRADES_PNL_$7.85,0.0
^GSPC,2025-03-14 18:30,SELL,5613.7402,0,0,0,CLOSED_1_TRADES_PNL_$7.97,0.0
^GSPC,2025-03-14 19:30,SELL,5625.2402,0,0,0,CLOSED_1_TRADES_PNL_$7.79,0.0
^GSPC,2025-03-14 20:30,SELL,5636.8599,0,0,0,CLOSED_1_TRADES_PNL_$7.59,0.0
^GSPC,2025-03-17 14:30,SELL,5652.4199,0,0,0,CLOSED_1_TRADES_PNL_$7.34,0.0
^GSPC,2025-03-17 15:30,SELL,5648.5498,0,0,0,CLOSED_1_TRADES_PNL_$7.40,0.0
^GSPC,2025-03-17 16:30,SELL,5644.9199,0,0,0,CLOSED_1_TRADES_PNL_$7.46,0.0
^GSPC,2025-03-17 17:30,SELL,5664.1802,0,0,0,CLOSED_1_TRADES_PNL_$7.15,0.0
^GSPC,2025-03-17 18:30,SELL,5693.6201,0,0,0,CLOSED_1_TRADES_PNL_$6.66,0.0
^GSPC,2025-03-17 19:30,SELL,5696.9199,0,0,0,CLOSED_1_TRADES_PNL_$6.61,0.0
^GSPC,2025-03-17 20:30,SELL,5676.1602,0,0,0,CLOSED_1_TRADES_PNL_$6.95,0.0
^GSPC,2025-03-18 14:30,SELL,5619.1899,0,0,0,CLOSED_1_TRADES_PNL_$7.88,0.0
^GSPC,2025-03-18 15:30,SELL,5606.3599,0,0,0,CLOSED_1_TRADES_PNL_$8.09,0.0
^GSPC,2025-03-18 16:30,SELL,5621.6099,0,0,0,CLOSED_1_TRADES_PNL_$7.84,0.0
^GSPC,2025-03-18 17:30,SELL,5611.2998,0,0,0,CLOSED_1_TRADES_PNL_$8.01,0.0
^GSPC,2025-03-18 18:30,SELL,5611.4800,0,0,0,CLOSED_1_TRADES_PNL_$8.01,0.0
^GSPC,2025-03-18 19:30,SELL,5617.4199,0,0,0,CLOSED_1_TRADES_PNL_$7.91,0.0
^GSPC,2025-03-18 20:30,SELL,5615.3701,0,0,0,CLOSED_1_TRADES_PNL_$7.95,0.0
^GSPC,2025-03-19 14:30,SELL,5651.6899,0,0,0,CLOSED_1_TRADES_PNL_$7.35,0.0
^GSPC,2025-03-19 15:30,SELL,5652.3398,0,0,0,CLOSED_1_TRADES_PNL_$7.34,0.0
^GSPC,2025-03-19 16:30,SELL,5662.2002,0,0,0,CLOSED_1_TRADES_PNL_$7.18,0.0
^GSPC,2025-03-19 17:30,SELL,5639.9902,0,0,0,CLOSED_1_TRADES_PNL_$7.54,0.0
^GSPC,2025-03-19 18:30,SELL,5652.2402,0,0,0,CLOSED_1_TRADES_PNL_$7.34,0.0
^GSPC,2025-03-19 19:30,SELL,5678.2100,0,0,0,CLOSED_1_TRADES_PNL_$6.92,0.0
^GSPC,2025-03-19 20:30,SELL,5675.2798,0,0,0,CLOSED_1_TRADES_PNL_$6.96,0.0
^GSPC,2025-03-20 14:30,SELL,5701.2700,0,0,0,CLOSED_1_TRADES_PNL_$6.54,0.0
^GSPC,2025-03-20 15:30,SELL,5695.3501,0,0,0,CLOSED_1_TRADES_PNL_$6.64,0.0
^GSPC,2025-03-20 16:30,SELL,5667.1001,0,0,0,CLOSED_1_TRADES_PNL_$7.10,0.0
^GSPC,2025-03-20 17:30,SELL,5652.8901,0,0,0,CLOSED_1_TRADES_PNL_$7.33,0.0
^GSPC,2025-03-20 18:30,SELL,5647.1802,0,0,0,CLOSED_1_TRADES_PNL_$7.43,0.0
^GSPC,2025-03-20 19:30,SELL,5652.3599,0,0,0,CLOSED_1_TRADES_PNL_$7.34,0.0
^GSPC,2025-03-20 20:30,SELL,5662.0698,0,0,0,CLOSED_1_TRADES_PNL_$7.18,0.0
^GSPC,2025-03-21 14:30,SELL,5621.5000,0,0,0,CLOSED_1_TRADES_PNL_$7.85,0.0
^GSPC,2025-03-21 15:30,SELL,5621.0098,0,0,0,CLOSED_1_TRADES_PNL_$7.85,0.0
^GSPC,2025-03-21 16:30,SELL,5646.7700,0,0,0,CLOSED_1_TRADES_PNL_$7.43,0.0
^GSPC,2025-03-21 17:30,SELL,5643.6802,0,0,0,CLOSED_1_TRADES_PNL_$7.48,0.0
^GSPC,2025-03-21 18:30,SELL,5643.6099,0,0,0,CLOSED_1_TRADES_PNL_$7.48,0.0
^GSPC,2025-03-21 19:30,SELL,5642.4502,0,0,0,CLOSED_1_TRADES_PNL_$7.50,0.0
^GSPC,2025-03-21 20:30,SELL,5666.6802,0,0,0,CLOSED_1_TRADES_PNL_$7.11,0.0
^GSPC,2025-03-24 14:30,SELL,5754.1899,0,0,0,CLOSED_1_TRADES_PNL_$5.67,0.0
^GSPC,2025-03-24 15:30,SELL,5759.6699,0,0,0,CLOSED_1_TRADES_PNL_$5.58,0.0
^GSPC,2025-03-24 16:30,SELL,5756.1802,0,0,0,CLOSED_1_TRADES_PNL_$5.64,0.0
^GSPC,2025-03-24 17:30,SELL,5752.7700,0,0,0,CLOSED_1_TRADES_PNL_$5.69,0.0
^GSPC,2025-03-24 18:30,SELL,5746.4199,0,0,0,CLOSED_1_TRADES_PNL_$5.80,0.0
^GSPC,2025-03-24 19:30,SELL,5761.8901,0,0,0,CLOSED_1_TRADES_PNL_$5.55,0.0
^GSPC,2025-03-24 20:30,SELL,5765.1499,0,0,0,CLOSED_1_TRADES_PNL_$5.49,0.0
^GSPC,2025-03-25 14:30,SELL,5781.3501,0,0,0,CLOSED_1_TRADES_PNL_$5.23,0.0
^GSPC,2025-03-25 15:30,SELL,5780.3999,0,0,0,CLOSED_1_TRADES_PNL_$5.24,0.0
^GSPC,2025-03-25 16:30,SELL,5767.9702,0,0,0,CLOSED_1_TRADES_PNL_$5.45,0.0
^GSPC,2025-03-25 17:30,SELL,5764.3701,0,0,0,CLOSED_1_TRADES_PNL_$5.50,0.0
^GSPC,2025-03-25 18:30,SELL,5766.5098,0,0,0,CLOSED_1_TRADES_PNL_$5.47,0.0
